id,hotel_name,hotel_rating,hotel_experience,amenities,address,country,location,price,city,reviews
1074,Staybridge Suites - Saskatoon - University,5.0,Excellent,"['Free High Speed Internet (WiFi)', 'Pool', 'Room service', 'Free parking', 'Restaurant', 'Fitness Centre with Gym / Workout Room', 'Airport transportation', 'Business Centre with Internet Access', 'Dry Cleaning', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Shuttle Bus Service', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Kitchenette']",1838 College Drive Eas Saskatoon Saskatchewan,Canada,"(55.5321257, -106.1412243)",169.0,Saskatchewan,"Enjoy Larnaka


Enjoy Larnaka"
1075,Sandman Hotel Saskatoon,3.0,Average,"['Pool', 'Free parking', 'Restaurant', 'Fitness Centre with Gym / Workout Room', 'Room service', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Airport transportation', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Shuttle Bus Service', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Non-smoking rooms', 'Suites']",310 Circle Dr W Saskatoon Saskatchewan,Canada,"(52.1336896, -106.7178465)",104.0,Saskatchewan,"Perfect ! Thank you for the welcoming
Perfect ! Thank you for the welcoming"
1077,Super 8 by Wyndham Saskatoon Near Downtown,3.0,Average,"['Free High Speed Internet (WiFi)', 'Breakfast included', 'Free parking', 'Business Centre with Internet Access', 'Golf Course', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Air conditioning', 'Non-smoking rooms']",1414 22nd St W Saskatoon Saskatchewan,Canada,"(52.1295707, -106.6912079)",82.0,Saskatchewan,"Fantastic hotel for a practical overnight stay


Fantastic hotel for a practical overnight stay"
1079,Heritage Inn Hotel & Convention Centre,3.0,Average,"['Restaurant', 'Free parking', 'Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Room service', 'Banquet Room', 'Conference Facilities', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms', 'Suites']",102 Cardinal Crescent Saskatoon Saskatchewan,Canada,"(52.15492165, -106.684754551038)",101.0,Saskatchewan,"A pampering, clean hotel with a staff that cares about the guests


A pampering, clean hotel with a staff that cares about the guests"
1081,Colonial Square Inn & Suites,3.5,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Restaurant', 'Room service', 'Bar/Lounge', 'Fitness Centre with Gym / Workout Room', 'Business Centre with Internet Access', 'Non-smoking hotel', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms', 'Suites']",1301 8th Street East Saskatoon Saskatchewan,Canada,"(52.114683, -106.594341)",104.0,Saskatchewan,"Wonderful


Wonderful"
1082,Venture Inn Hotel,3.0,Average,"['Free parking', 'Room service', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Breakfast Available', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms', 'Smoking rooms available']",706 Idylwyld Dr N Saskatoon Saskatchewan,Canada,"(52.1363518, -106.669866)",69.0,Saskatchewan,"It was a pleasant stay, the staff were friendly, the cleanliness was exceptional, and the price was the lowest. I recommend everyone to book


It was a pleasant stay, the staff were friendly, the cleanliness was exceptional, and the price was the lowest. I recommend everyone to book"
1084,Inn on College,3.5,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",1020 College Dr Saskatoon Saskatchewan,Canada,"(52.1285514, -106.6452122)",63.0,Saskatchewan,"Family stay


Family stay"
1087,Saskatoon Thriftlodge,3.0,Average,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",1825 Idylwyld Dr N Saskatoon Saskatchewan,Canada,"(52.1840556, -106.6712177)",72.0,Saskatchewan,"Very Good


Very Good"
1088,Westgate Inn Motel,2.0,Poor,"['Free parking', 'Breakfast included', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms']",2501 22nd St W Saskatoon Saskatchewan,Canada,"(52.1290344, -106.7092807)",70.0,Saskatchewan,"Exceptional


Exceptional"
1091,Riviera Motor Inn,3.0,Average,"['Free High Speed Internet (WiFi)', 'Free parking', 'Restaurant', 'Bar/Lounge', 'Business Centre with Internet Access', 'Dry Cleaning', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms']",2001 Avenue B N Saskatoon Saskatchewan,Canada,"(52.15690555, -106.67218652402)",81.0,Saskatchewan,"Exceptional


Exceptional"
1113,The Francis Boutique Inn,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Hot Tub', 'Non-smoking hotel', 'Public Wifi', 'Non-smoking rooms', 'Suites']",1536 Peninsula Rd Ucluelet British Columbia,Canada,"(48.9446905, -125.5565446)",198.0,Columbia,"Wonderful


Wonderful"
1117,The Cabins at Terrace Beach,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms', 'Suites']",1090 Peninsula Road Ucluelet British Columbia,Canada,"(48.9304193, -125.5376381)",191.0,Columbia,"very good, I would definitely go there another time, I can recommend it to all my friends


very good, I would definitely go there another time, I can recommend it to all my friends"
1119,Black Rock Oceanfront Resort,4.5,Excellent,"['Restaurant', 'Fitness Centre with Gym / Workout Room', 'Free parking', 'Free High Speed Internet (WiFi)', 'Pool', 'Bar/Lounge', 'Spa', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Concierge', 'Conference Facilities', 'Heated pool', 'Hot Tub', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",596 Marine Drive Ucluelet British Columbia,Canada,"(48.9370866, -125.556331731626)",159.0,Columbia,"Exceptional


Exceptional"
1121,Thornton Motel,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms']",1861 Peninsula Rd Ucluelet British Columbia,Canada,"(48.9446905, -125.5565446)",109.0,Columbia,"Very Good


Very Good"
1123,Whale's Tail Guest Suites,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Pool', 'Fitness Centre with Gym / Workout Room', 'Laundry Service', 'Non-smoking hotel', 'Sauna', 'Self-Serve Laundry', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",1906 Bay Street Ucluelet British Columbia,Canada,"(48.9440344, -125.55005)",99.0,Columbia,"Exceptional


Exceptional"
1124,Birds Bay Retreat,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Refrigerator in room', 'Kitchenette']",985 Peninsula Road Ucluelet British Columbia,Canada,"(48.9446905, -125.5565446)",104.0,Columbia,"Interesting surroundings and perfectly tolerable weather. It was a bit of a respite from the heat


Interesting surroundings and perfectly tolerable weather. It was a bit of a respite from the heat"
1132,Liahona Guest House,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Babysitting', 'Laundry Service', 'Non-smoking hotel', 'Public Wifi', 'Microwave', 'Refrigerator in room', 'Non-smoking rooms']",1068 Helen Road Ucluelet British Columbia,Canada,"(48.9325649, -125.5339868)",150.0,Columbia,"pleasant


pleasant"
1134,Outside Inn Cabins & Lofts,4.5,Excellent,"['Free parking', 'Non-smoking hotel', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms']",2425 Tofino Ucluelet Hwy Ucluelet British Columbia,Canada,"(48.9719046, -125.5913412)",79.0,Columbia,"A beautiful experience.


A beautiful experience."
1135,Surfs Inn Rainforest Cottages and Guesthouse,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",1874 Peninsula Rd Ucluelet British Columbia,Canada,"(48.9446905, -125.5565446)",67.0,Columbia,"Nice place


Nice place"
1137,C&N Backpackers-Ucluelet,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Non-smoking rooms']",2081 Peninsula Road Ucluelet British Columbia,Canada,"(48.9468151, -125.5640176)",80.0,Columbia,"very good place to stay, a short distance from the airport and not far to walk down to the beach
very good place and store, short distance from the airport and not far to walk down to the beach"
1164,Shallow Bay Motel & Cabins,4.0,Very good,"['Pool', 'Free parking', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Heated pool', 'Hot Tub', 'Meeting rooms', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Sauna', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Suites']",193 Main Street Newfoundland and Labrador,Canada,"(48.9486339, -55.6641463)",110.0,Labrador,"Very Good


Very Good"
1166,Bonne Bay Cottages,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Hot Tub', 'Multilingual Staff', 'Non-smoking hotel', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",Viking Trail 2 Route 430 Newfoundland and Labrador,Canada,"(53.8217327, -61.2295532)",199.0,Labrador,"Very Good


Very Good"
1233,Hochelaga Inn,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms']",24 Sydenham St Kingston Ontario,Canada,"(44.2284985, -76.4885418426606)",136.0,Ontario,"Wonderful


Wonderful"
1234,Delta Hotels by Marriott Kingston Waterfront,4.0,Very good,"['Pool', 'Restaurant', 'Fitness Centre with Gym / Workout Room', 'Free High Speed Internet (WiFi)', 'Room service', 'Bar/Lounge', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Accessible rooms', 'Non-smoking rooms', 'Suites']",1 Johnson St Kingston Ontario,Canada,"(44.2278065, -76.4796930314934)",188.0,Ontario,"Good option for 1-2 nights.


Good option for 1-2 nights."
1238,Residence Inn Kingston Water's Edge,4.5,Excellent,"['Pool', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Breakfast included', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Sauna', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",7 Earl St Kingston Ontario,Canada,"(44.2296838, -76.5015344)",144.0,Ontario,"Exceptional


Exceptional"
1239,Lord Nelson Motel,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Non-smoking rooms']",1664 Highway 15 Kingston Ontario,Canada,"(44.286008, -76.4328077755616)",69.0,Ontario,"Exceptional


Exceptional"
1242,Green Woods Inn,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Electric vehicle charging station', 'Non-smoking hotel', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms']",1368 Highway 15 Kingston Ontario,Canada,"(44.2757347130441, -76.443940957083)",165.0,Ontario,"Very good city hotel


Very good city hotel"
1243,Secret Garden Bed & Breakfast Inn,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms']",73 Sydenham St Kingston Ontario,Canada,"(44.2297406, -76.4878059)",175.0,Ontario,"Very Good


Very Good"
1245,Thriftlodge Kingston,3.0,Average,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Banquet Room', 'Breakfast Available', 'Conference Facilities', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Non-smoking rooms', 'Suites']",1187 Princess St Kingston Ontario,Canada,"(44.2461107222222, -76.5218200277778)",87.0,Ontario,"good service, cleanliness, comfortable and quiet area


good service, cleanliness, comfortable and quiet area"
1251,Motel 6 Kingston,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Non-smoking rooms']",1542 Robinson Crt Kingston Ontario,Canada,"(44.2824725, -76.566175144)",95.0,Ontario,"Very Good


Very Good"
1252,Howard Johnson by Wyndham Kingston,3.0,Average,"['Free parking', 'Pool', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Kids pool', 'Non-smoking hotel', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Family Rooms', 'Non-smoking rooms']",686 Princess St Kingston Ontario,Canada,"(44.237522, -76.5037709639794)",76.0,Ontario,"Very Good


Very Good"
1254,Ramada by Wyndham Kingston Hotel and Conference Centre,3.0,Average,"['Restaurant', 'Pool', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Bar/Lounge', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Heated pool', 'Indoor pool', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms']",33 Benson St Kingston Ontario,Canada,"(44.2675755, -76.4957293590731)",110.0,Ontario,"Nice accommodation near the airport


Nice accommodation near the airport"
1255,Donald Gordon Conference Centre,4.0,Very good,"['Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Fitness Centre with Gym / Workout Room', 'Banquet Room', 'Business Centre with Internet Access', 'Concierge', 'Conference Facilities', 'Dry Cleaning', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Accessible rooms', 'Non-smoking rooms']",421 Union St W Kingston Ontario,Canada,"(44.2246394, -76.50989)",139.0,Ontario,"nice and pleasant


nice and pleasant"
1258,Hotel Belvedere,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Golf Course', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Non-smoking rooms']",141 King St E Kingston Ontario,Canada,"(44.22531315625, -76.4856332875)",129.0,Ontario,"Quiet, modern, nice and clean but small


Quiet, modern, nice and clean but small"
1259,The Queen's Inn,3.5,Very good,"['Restaurant', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Golf Course', 'Non-smoking hotel', 'Air conditioning', 'Non-smoking rooms']",125 Brock St Kingston Ontario,Canada,"(44.2309013, -76.4838056)",134.0,Ontario,"Alright


Alright"
1263,Knights Inn Kingston,3.0,Average,"['Free parking', 'Free High Speed Internet (WiFi)', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Air conditioning', 'Non-smoking rooms']",1155 Princess St Kingston Ontario,Canada,"(44.2458257, -76.5202001)",69.0,Ontario,"Exceptional


Exceptional"
1264,Kingston Motel East,3.0,Average,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",1488 Highway 15 Kingston Ontario,Canada,"(44.2802309148263, -76.4388762453408)",69.0,Ontario,"a warm welcome and a very warm place 😊


a warm welcome and a very warm place 😊"
1268,Welcome Traveller Motel,2.5,Average,"['Free parking', 'Free High Speed Internet (WiFi)', 'Babysitting', 'Children Activities (Kid / Family Friendly)', 'Hot Tub', 'Laundry Service', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms']",3100 Princess St Kingston Ontario,Canada,"(44.2625305, -76.5983193918701)",67.0,Ontario,"Everything is very good!


Everything is very good!"
1288,Hotel-Motel Castel de la Mer,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Golf Course', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Refrigerator in room', 'Accessible rooms', 'Kitchenette', 'Non-smoking rooms']",1125 Richelieu La Malbaie Quebec,Canada,"(47.6359913, -70.1434782)",90.0,Quebec,"Very Good


Very Good"
1293,Gite Bellevue,4.5,Excellent,"['Free Internet', 'Free parking', 'Golf Course', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )']",255 Cote Bellevue La Malbaie Quebec,Canada,"(47.6240101709983, -70.1505381869195)",85.0,Quebec,"Alright !


Alright !"
1299,Petit Hotel Amara,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Restaurant', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms']",905 Richelieu La Malbaie Quebec,Canada,"(47.6340577940417, -70.143127353492)",81.0,Quebec,"The room very functional and clean. Very welcoming and caring staff.


The room very functional and clean. Very welcoming and caring staff."
1300,Motel Le Point de Vue,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Electric vehicle charging station', 'Golf Course', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms']",109 La Malbaie Quebec,Canada,"(47.657525, -70.153885)",69.0,Quebec,"Perfect for one night


Perfect for one night"
1301,Motel Le Riviera,3.5,Very good,"['Pool', 'Room service', 'Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Breakfast Available', 'Golf Course', 'Heated pool', 'Hot Tub', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Tennis Court', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",1510 boulevard De Comporte La Malbaie Quebec,Canada,"(47.6608304662767, -70.156069634464)",69.0,Quebec,"I recommend, great value for money


I recommend, great value for money"
1302,Auberge La Mansarde,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Public Wifi', 'Non-smoking rooms']",187 rue Saint Raphael La Malbaie Quebec,Canada,"(47.6599525506334, -70.1111675386352)",105.0,Quebec,"Wonderful


Wonderful"
1307,Maison Dufour & Bouchard,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Golf Course', 'Hot Tub', 'Non-smoking hotel', 'Air conditioning']",1-18 Laure-Conan St La Malbaie Quebec,Canada,"(52.4760892, -71.8258668)",90.0,Quebec,"Very Good


Very Good"
1341,Estrimont Suites & Spa,4.0,Very good,"['Pool', 'Free parking', 'Restaurant', 'Room service', 'Fitness Centre with Gym / Workout Room', 'Bar/Lounge', 'Spa', 'Free High Speed Internet (WiFi)', 'Banquet Room', 'Business Centre with Internet Access', 'Concierge', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Outdoor pool', 'Sauna', 'Tennis Court', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",4 Quebec,Canada,"(33.5739670208333, -117.734200354167)",125.0,Quebec,"Amazing attitude from the staff


Amazing attitude from the staff"
1342,Espace 4 Saisons,4.5,Excellent,"['Free parking', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Room service', 'Fitness Centre with Gym / Workout Room', 'Banquet Room', 'Business Centre with Internet Access', 'Concierge', 'Conference Facilities', 'Heated pool', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",4940 Chemin du Parc Quebec,Canada,"(48.4591366, -79.0077488)",109.0,Quebec,"For one night, after a late arrival, the hotel was wonderful! there is a small café downstairs where you can go for an egg


For one night, after a late arrival, the hotel was wonderful! there is a small café downstairs where you can go for an egg"
1351,Au Coeur De Magog,5.0,Excellent,"['Free High Speed Internet (WiFi)', 'Breakfast included', 'Free parking', 'Golf Course', 'Hot Tub', 'Non-smoking hotel', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms', 'Suites']",120 Merry Nord Magog Quebec,Canada,"(45.2760896, -72.1543772)",98.0,Quebec,"Very Good


Very Good"
1353,Au Gite du Cerf Argente,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Spa', 'Heated pool', 'Hot Tub', 'Non-smoking hotel', 'Outdoor pool', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms']",2984 Georgeville Rd Magog Quebec,Canada,"(52.4760892, -71.8258668)",101.0,Quebec,"Lovely again.


Lovely again."
1354,Amour et Amitie B&B,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms', 'Suites']",30 rue Hatley Magog Quebec,Canada,"(45.2641844, -72.1554446)",88.0,Quebec,"Exceptional


Exceptional"
1355,Gite Ici et Maintenant,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms', 'Suites']",12 Magog Quebec,Canada,"(45.265463, -72.147903)",89.0,Quebec,"Very Good


Very Good"
1357,A Tout Venant B&B et Massotherapie,5.0,Excellent,"['Free parking', 'Pool', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Room service', 'Spa', 'Children Activities (Kid / Family Friendly)', 'Concierge', 'Hot Tub', 'Meeting rooms', 'Non-smoking hotel', 'Outdoor pool', 'Shuttle Bus Service', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",20 rue Bellevue Magog Quebec,Canada,"(45.2636836, -72.1552668)",99.0,Quebec,"Perfect, thank you very much for the hospitality


Perfect, thank you very much for the hospitality"
1362,A L'Ancestrale B & B,4.5,Excellent,"['Free parking', 'Spa', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Breakfast Available', 'Concierge', 'Multilingual Staff', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms', 'Suites']",200 Abbott Magog Quebec,Canada,"(45.2677694, -72.1541377)",109.0,Quebec,"Wonderful


Wonderful"
1363,Au Cafe Creme and Spa,4.5,Excellent,"['Free parking', 'Spa', 'Free High Speed Internet (WiFi)', 'Hot Tub', 'Non-smoking hotel', 'Air conditioning', 'Non-smoking rooms']",23 Magog Quebec,Canada,"(45.265463, -72.147903)",125.0,Quebec,"Exceptional


Exceptional"
1367,Auberge du Mont Orford,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Restaurant', 'Fitness Centre with Gym / Workout Room', 'Concierge', 'Hot Tub', 'Meeting rooms', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Non-smoking rooms', 'Suites']",3159 Route 112 Ouest Magog Quebec,Canada,"(52.4760892, -71.8258668)",89.0,Quebec,"Nice 3 star hotel.


Nice 3 star hotel."
1368,Auberge Jeunesse Magog-Orford Hostel,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Children Activities (Kid / Family Friendly)', 'Meeting rooms', 'Non-smoking hotel', 'Self-Serve Laundry', 'Wheelchair Access', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",111 rue Merry Nord Magog Quebec,Canada,"(45.2760896, -72.1543772)",66.0,Quebec,"Exceptional


Exceptional"
1369,Auberge du Grand Lac,3.5,Very good,"['Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Room service', 'Breakfast Available', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms']",40 rue Merry Sud Magog Quebec,Canada,"(45.2660612, -72.155573)",87.0,Quebec,"Perfect, I recommend


Perfect, I recommend"
1370,La Maison Drew Bed and Breakfast,4.5,Excellent,"['Free High Speed Internet (WiFi)', 'Free parking', 'Restaurant', 'Spa', 'Concierge', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Kitchenette']",206 rue Des Pins Magog Quebec,Canada,"(45.2672176, -72.1529603)",99.0,Quebec,"Wonderful


Wonderful"
1373,Comme Chez Soi,3.5,Very good,"['Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms']",3219 Rue Principale Ouest Magog Quebec,Canada,"(45.268414, -72.1583746)",70.0,Quebec,"a quiet place


a quiet place"
